canonicalName	genus	obs_FI	obs_NO	genusKey	speciesKey	count_FI_60N	count_NO_60N	count_FI_66N	count_NO_66N
leptosciarella viatica	leptosciarella	0	235	1486341	1486349	0	176	0	24
leptosciarella yerburyi	leptosciarella	8	232	1486341	1486368	8	172	0	32
leptosciarella zanti	leptosciarella	0	4	1486341	8591869	0	4	0	0
leptoscyphus cuneifolius	leptoscyphus	0	14	2689480	5286369	0	0	0	0
leptosillia wienkampii	leptosillia	1	3	2567544	10850824	1	2	0	0
leptosiphonia brodiei	leptosiphonia	0	649	2660186	11109071	0	212	0	26
leptosiphonia fibrillosa	leptosiphonia	7	264	2660186	10682704	2	79	0	19
leptosiphonia spec	leptosiphonia	2496	33	2660186	12200809	1961	12	0	0
leptoskelidion loci	leptoskelidion	0	5	4864790	8476583	0	0	0	0
leptosphaeria acuta	leptosphaeria	24	123	7981442	2618497	22	40	0	5
leptosphaeria affinis	leptosphaeria	4	3	7981442	2618429	2	0	0	0
leptosphaeria aggregata	leptosphaeria	23	20	7981442	2618567	5	10	2	5
leptosphaeria artemisiae	leptosphaeria	1	1	7981442	2618480	1	0	0	0
leptosphaeria barriae	leptosphaeria	0	2	7981442	3539901	0	1	0	0
leptosphaeria brachyasca	leptosphaeria	0	2	7981442	3539756	0	1	0	0
leptosphaeria culmicola	leptosphaeria	3	0	7981442	2618596	3	0	1	0
leptosphaeria culmifraga	leptosphaeria	5	1	7981442	2618523	5	0	0	1
leptosphaeria cylindrospora	leptosphaeria	6	0	7981442	7778568	5	0	0	0
leptosphaeria doliolum	leptosphaeria	18	36	7981442	2618459	18	9	0	1
leptosphaeria drabae	leptosphaeria	0	2	7981442	2618554	0	2	0	0
leptosphaeria empetri	leptosphaeria	0	9	7981442	5953853	0	3	0	1
leptosphaeria inarensis	leptosphaeria	1	0	7981442	3539665	1	0	1	0
leptosphaeria irregularis	leptosphaeria	3	0	7981442	9661891	3	0	0	0
leptosphaeria libanotis	leptosphaeria	0	7	7981442	2618602	0	0	0	0
leptosphaeria littoralis	leptosphaeria	1	5	7981442	2618453	0	0	0	0
leptosphaeria lonicerae	leptosphaeria	3	0	7981442	7784935	3	0	0	0
leptosphaeria lonicerina	leptosphaeria	8	0	7981442	3540229	4	0	0	0
leptosphaeria maculans	leptosphaeria	14	3	7981442	8508382	5	1	0	1
leptosphaeria millefolii	leptosphaeria	3	0	7981442	7848289	2	0	0	0
leptosphaeria modesta	leptosphaeria	14	19	7981442	2618492	8	10	3	3
leptosphaeria norvegica	leptosphaeria	0	1	7981442	3540778	0	1	0	1
leptosphaeria ogilviensis	leptosphaeria	1	6	7981442	2618364	1	2	0	1
leptosphaeria pelagica	leptosphaeria	0	6	7981442	2618578	0	4	0	0
leptosphaeria planiuscula	leptosphaeria	5	1	7981442	2618613	5	0	0	0
leptosphaeria quadriseptata	leptosphaeria	0	4	7981442	3540435	0	0	0	0
leptosphaeria sclerotioides	leptosphaeria	67	0	7981442	8376501	67	0	0	0
leptosphaeria sepalorum	leptosphaeria	0	8	7981442	7459043	0	1	0	1
leptosphaeria solani	leptosphaeria	2	0	7981442	2618514	2	0	0	0
leptosphaeria suffulta	leptosphaeria	7	1	7981442	8989883	7	0	0	0
leptosphaeria tollens	leptosphaeria	5	34	7981442	3540679	4	34	0	20
leptosphaeria veronicae	leptosphaeria	0	6	7981442	7625091	0	6	0	6
leptosphaerulina coccispora	leptosphaerulina	0	17	2614208	3543532	0	8	0	3
leptosphaerulina heterophracta	leptosphaerulina	2	7	2614208	3543526	2	7	0	3
leptosphaerulina hyperborea	leptosphaerulina	7	2	2614208	2614219	1	1	1	1
leptosphaerulina peltigerae	leptosphaerulina	0	2	2614208	2614230	0	2	0	2
leptosphaerulina personata	leptosphaerulina	3	0	2614208	2614210	3	0	0	0
leptosphaerulina potentillae	leptosphaerulina	0	7	2614208	3543524	0	7	0	1
leptosphaerulina trifolii	leptosphaerulina	233	2	2614208	2614239	233	1	232	1
leptosphaerulina vitrea	leptosphaerulina	5	2	2614208	3543531	1	2	1	0
leptospora rubella	leptospora	57	15	2572716	8920554	54	3	1	0
leptosporomyces fuscostratus	leptosporomyces	8	4	2554207	2554215	7	1	0	0
leptosporomyces galzinii	leptosporomyces	229	71	2554207	2554229	208	44	24	11
leptosporomyces mundus	leptosporomyces	7	2	2554207	2554226	7	2	4	1
leptosporomyces muscigenus	leptosporomyces	8	2	2554207	8157001	8	0	0	0
leptosporomyces raunkiaeri	leptosporomyces	7	2	2554207	2554208	7	1	1	0
leptosporomyces septentrionalis	leptosporomyces	58	44	2554207	2554218	55	34	18	6
leptostroma juncacearum	leptostroma	1	1	2517000	2579851	1	0	0	0
leptostroma pteridis	leptostroma	3	0	2517000	2579856	0	0	0	0
leptostroma spiraeae	leptostroma	1	4	2517000	2579845	1	1	0	0
leptostrophia reedi	leptostrophia	0	3	4866306	9466569	0	2	0	0
leptostylis ampullacea	leptostylis	0	62	2214526	5177306	0	42	0	28
leptostylis longimana	leptostylis	0	434	2214526	5177282	0	357	0	244
leptostylis macrura	leptostylis	0	160	2214526	5177293	0	152	0	72
leptostylis villosa	leptostylis	0	171	2214526	5177281	0	146	0	79
leptosyna nervosa	leptosyna	0	34	1594341	1594342	0	6	0	0
leptosynapta bergensis	leptosynapta	0	428	2279518	2279519	0	379	0	75
leptosynapta decaria	leptosynapta	0	1585	2279518	2279531	0	1478	0	146
leptosynapta inhaerens	leptosynapta	0	2704	2279518	2279530	0	1435	0	367
leptosynapta minuta	leptosynapta	0	110	2279518	2279520	0	98	0	14
leptothorax acervorum	leptothorax	1055	631	1323767	1323916	856	266	204	108
leptothorax gredleri	leptothorax	1	31	1323767	1324041	1	0	0	0
leptothorax interruptus	leptothorax	18	8	1323767	1324175	4	0	0	0
leptothorax muscorum	leptothorax	599	201	1323767	1324105	332	36	0	1
leptothorax nylanderi	leptothorax	0	71	1323767	1323853	0	1	0	0
leptothorax tuberum	leptothorax	446	260	1323767	1323982	81	15	0	0
leptothrix discophora	leptothrix	1	1	8837103	9774935	1	1	0	1
leptothrix hardyi	leptothrix	68	50	2134409	2134410	39	21	0	6
leptothrix ochracea	leptothrix	1	2	6142297	8643997	1	0	0	0
leptothyrella mougeotiana	leptothyrella	5	0	2572070	5479684	1	0	0	0
leptothyrium alneum	leptothyrium	19	62	7603424	2588603	6	32	0	2
leptothyrium exiguum	leptothyrium	2	0	7603424	2588614	2	0	0	0
leptotrichia buccalis	leptotrichia	0	1	3225905	3225907	0	1	0	1
leptotrichia goodfellowii	leptotrichia	0	1	3225905	3225908	0	1	0	1
leptotrochila bartsiae	leptotrochila	12	52	2580968	3490265	2	48	1	16
leptotrochila campanulae	leptotrochila	4	0	2580968	7473836	4	0	0	0
leptotrochila cerastiorum	leptotrochila	57	13	2580968	8619995	18	8	11	6
leptotrochila dehnii	leptotrochila	27	7	2580968	3490267	17	4	0	0
leptotrochila euphrasiae	leptotrochila	6	0	2580968	3490264	2	0	2	0
leptotrochila lugubris	leptotrochila	4	8	2580968	8425866	1	6	0	1
leptotrochila pedicularis	leptotrochila	0	3	2580968	3490263	0	0	0	0
leptotrochila radians	leptotrochila	2	11	2580968	2580969	1	7	0	3
leptotrochila ranunculi	leptotrochila	54	160	2580968	2581002	41	80	0	9
leptotrochila repanda	leptotrochila	38	157	2580968	2580986	13	99	0	7
leptura quadrifasciata	leptura	2372	2050	6269466	4458782	2288	763	29	9
leptura thoracica	leptura	13	0	6269466	7910744	12	0	0	0
lepturalia nigripes	lepturalia	54	6	1129553	4458877	54	1	1	0
lepturobosca virens	lepturobosca	842	299	1142905	1142906	824	274	103	13
leptus beroni	leptus	0	3	8926075	6919471	0	0	0	0
leptus ignotus	leptus	2	0	8926075	6919466	2	0	0	0
leptus molochinus	leptus	0	4	8926075	8912762	0	4	0	0
leptus phalangii	leptus	8	28	8926075	9042332	8	21	0	0
leptus trimaculatus	leptus	7	21	8926075	6919458	7	8	0	0
leptus vertex	leptus	0	3	8926075	6919564	0	3	0	0
leptusa fumida	leptusa	31	451	1041579	4442950	29	235	0	2
leptusa norvegica	leptusa	9	21	1041579	4443287	7	7	1	0
leptusa pulchella	leptusa	401	900	1041579	10473202	335	557	9	24
leptusa ruficollis	leptusa	83	948	1041579	4442987	73	364	0	0
leptychaster arcticus	leptychaster	0	206	2270171	2270008	0	119	0	102
lepus americanus	lepus	1	0	2436691	2436794	1	0	1	0
lepus arcticus	lepus	2	0	2436691	2436696	2	0	2	0
lepus europaeus	lepus	19041	1003	2436691	7952072	18694	5	1602	0
lepus timidus	lepus	12760	23120	2436691	2436756	12593	16830	2828	6790
lepyrodiclis holosteoides	lepyrodiclis	4	0	3085345	3085346	4	0	0	0
lepyronia coleoptrata	lepyronia	285	340	2015780	2015789	276	19	0	0
lepyrus quadrinotatus	lepyrus	47	54	1184866	1184868	45	49	44	27
leratiomyces ceres	leratiomyces	0	3	2533977	2534001	0	0	0	0
leratiomyces magnivelaris	leratiomyces	70	131	2533977	2533980	68	119	24	62
leratiomyces percevalii	leratiomyces	72	139	2533977	2533993	69	77	2	32
leratiomyces squamosus	leratiomyces	0	49	2533977	3343690	0	6	0	1
lernaeenicus encrasicoli	lernaeenicus	0	2	5166573	5166578	0	2	0	0
lernaeocera branchialis	lernaeocera	0	48	5430571	5166596	0	37	0	21
lernaeodiscus ingolfi	lernaeodiscus	0	22	2116636	2116639	0	12	0	0
lernaeodiscus squamiferae	lernaeodiscus	0	6	2116636	2116637	0	5	0	0
lescuraea incurvata	lescuraea	108	497	2681254	4279144	102	307	88	75
lescuraea mutabilis	lescuraea	1	11	2681254	7599450	0	1	0	0
lescuraea patens	lescuraea	0	179	2681254	4279169	0	100	0	25
lescuraea plicata	lescuraea	2	206	2681254	7734673	2	122	2	79
lescuraea radicosa	lescuraea	235	374	2681254	4279149	231	241	156	73
lescuraea saxicola	lescuraea	348	403	2681254	2681256	339	253	292	55
lescuraea stenophylla	lescuraea	0	10	2681254	4279167	0	10	0	6
leskea catenularia	leskea	0	6	2681366	2681382	0	0	0	0
leskea polycarpa	leskea	561	199	2681366	2681370	556	75	180	0
leskia aurea	leskia	158	49	1472523	5059067	126	9	3	3
lessardia elongata	lessardia	3	1211	7540087	3205951	1	526	0	156
lessonia variegata	lessonia	1	2	3195785	5422353	0	2	0	1
lestes dryas	lestes	335	108	1423980	1424045	294	21	0	0
lestes sponsa	lestes	3864	4339	1423980	1424038	3735	1219	23	10
lestes virens	lestes	3	0	1423980	1424067	3	0	0	0
lesteva longoelytrata	lesteva	42	157	4408154	4444060	29	74	0	45
lesteva monticola	lesteva	19	235	4408154	4444048	12	197	12	49
lesteva pubescens	lesteva	8	45	4408154	4444087	8	28	8	18
lesteva punctata	lesteva	17	6	4408154	4444023	17	4	0	0
lesteva sicula	lesteva	0	16	4408154	4444009	0	0	0	0
lestica alata	lestica	257	0	4298230	4495035	252	0	0	0
lestica clypeata	lestica	517	0	4298230	4495031	514	0	0	0
lestica subterranea	lestica	447	9	4298230	4495033	397	8	0	0
lestodiplosis juniperina	lestodiplosis	24	67	1593713	1593932	24	67	4	64
lestodiplosis nigripennis	lestodiplosis	5	0	1593713	1593785	2	0	0	0
lestodiplosis polypori	lestodiplosis	2	2	1593713	1593734	2	2	1	0
lestodiplosis tarsonemi	lestodiplosis	0	7	1593713	1593869	0	0	0	0
lestodiplosis vasta	lestodiplosis	0	5	1593713	1593865	0	0	0	0
lestodiplosis xylodiplosuga	lestodiplosis	0	4	1593713	1593801	0	0	0	0
lestremia cinerea	lestremia	80	8651	1601542	1601560	79	5882	27	1032
lestremia leucophaea	lestremia	7	174	1601542	1601573	7	130	0	59
lestremia solidaginis	lestremia	16	13	1601542	1601547	16	13	16	5
lestricus secalis	lestricus	5	6	1254312	1254313	5	2	1	1
lesueurigobius friesii	lesueurigobius	0	23	2378663	2378673	0	1	0	0
lethades curvispina	lethades	1	2	1277811	1277825	0	0	0	0
lethades facialis	lethades	0	9	1277811	1277814	0	6	0	0
lethades imperfecti	lethades	0	6	1277811	1277812	0	6	0	6
lethades lapponator	lethades	0	6	1277811	1277818	0	5	0	0
lethades lapponicus	lethades	0	6	1277811	1277815	0	6	0	1
lethades scabriculus	lethades	0	3	1277811	1277823	0	3	0	2
letharia vulpina	letharia	13	4833	2605402	2605403	3	4303	0	0
lethenteron camtschaticum	lethenteron	0	3	2421216	2421341	0	0	0	0
leucania comma	leucania	5496	625	1778695	5111574	4636	159	29	0
leucania loreyi	leucania	2	1	1778695	5772222	0	0	0	0
leucania obsoleta	leucania	4925	535	1778695	8253467	3843	13	0	0
leucanthemum ircutianum	leucanthemum	13	4	7684028	5401008	10	1	0	0
leucanthemum maximum	leucanthemum	0	18	7684028	5401002	0	10	0	3
leucanthemum superbum	leucanthemum	19	94	7684028	5401007	16	41	0	5
leucanthemum vulgare	leucanthemum	37162	23179	7684028	8848598	36794	10899	1124	884
leucaspis pini	leucaspis	1	1	10877769	5162016	1	0	0	0
leucaspius delineatus	leucaspius	50	9	2362880	2362881	50	0	0	0
leucia nivea	leucia	0	17	2314351	2314352	0	13	0	6
leucia violacea	leucia	0	14	2314351	5958900	0	8	0	2
leuciscus aspius	leuciscus	527	1817	3241445	5851603	522	1136	0	148
leuciscus idus	leuciscus	882	2253	3241445	4409643	855	1223	33	149
leuciscus leuciscus	leuciscus	87	2334	3241445	4409641	71	1269	12	148
leuckartiara octona	leuckartiara	0	31	2266369	2266371	0	13	0	2
leucoagaricus americanus	leucoagaricus	4	9	2529999	2535839	4	1	0	0
leucoagaricus carneifolius	leucoagaricus	0	4	2529999	2535909	0	2	0	0
leucoagaricus leucothites	leucoagaricus	75	101	2529999	2535875	74	18	0	0
leucoagaricus melanotrichus	leucoagaricus	0	3	2529999	3333429	0	2	0	0
leucoagaricus meleagris	leucoagaricus	8	3	2529999	2535798	8	0	1	0
leucoagaricus mucrocystis	leucoagaricus	4	0	2529999	12188336	4	0	0	0
leucoagaricus nympharum	leucoagaricus	7	10	2529999	2535788	6	10	0	0
leucoagaricus sericifer	leucoagaricus	0	2	2529999	2535807	0	2	0	0
leucobryum albicans	leucobryum	0	3	2675642	2675679	0	0	0	0
leucobryum glaucum	leucobryum	356	1795	2675642	2675719	275	309	0	0
leucobryum juniperoideum	leucobryum	0	80	2675642	2675646	0	0	0	0
leucocephalonemertes aurantiaca	leucocephalonemertes	0	9	2507674	2507675	0	9	0	6
leucochloridium paradoxum	leucochloridium	6	25	2503367	4414629	6	9	0	0
leucochloridium perturbatum	leucochloridium	0	4	2503367	4345681	0	0	0	0
leucocoprinus birnbaumii	leucocoprinus	86	67	2535536	2535598	82	14	0	5
leucocoprinus brebissonii	leucocoprinus	2	3	2535536	2535560	1	0	0	0
leucocoprinus cepistipes	leucocoprinus	5	13	2535536	2535581	5	4	0	0
leucocoprinus cretaceus	leucocoprinus	10	11	2535536	9065458	9	1	0	0
leucocoprinus heinemannii	leucocoprinus	7	0	2535536	3331999	7	0	0	0
leucocoprinus ianthinus	leucocoprinus	13	11	2535536	2535629	13	1	0	0
leucocoprinus straminellus	leucocoprinus	6	5	2535536	2535563	5	1	0	0
leucocortinarius bulbiger	leucocortinarius	127	267	2531301	5241698	124	196	0	8
leucocryptos marina	leucocryptos	674	981	10629609	3202466	211	394	0	8
leucocybe candicans	leucocybe	148	387	7603327	7530876	141	230	40	65
leucocybe connata	leucocybe	371	1129	7603327	8189348	366	695	27	149
leucocybe houghtonii	leucocybe	1	1	7603327	10757249	1	0	0	0
leucodon sciuroides	leucodon	636	1822	2673548	5282884	589	845	115	67
leucodonta bicoloria	leucodonta	6746	172	1825535	1825539	6127	5	0	0
leucoglossum leucosporum	leucoglossum	2	0	8271265	8259877	2	0	0	0
leucogyrophana mollusca	leucogyrophana	174	142	2524207	9228008	157	47	5	2
leucogyrophana sororia	leucogyrophana	68	110	2524207	2525702	59	54	3	2
leucojum aestivum	leucojum	4	3	2852742	2860425	3	1	0	0
leucojum vernum	leucojum	38	89	2852742	2860409	37	32	0	2
leucoloma molle	leucoloma	0	12	2673557	5282211	0	0	0	0
leucoma salicis	leucoma	4850	555	9181278	1820039	4272	51	70	7
leucon acutirostris	leucon	0	114	2215525	5177501	0	57	0	49
leucon afeni	leucon	0	6	2215525	5716872	0	6	0	6
leucon fulvus	leucon	0	23	2215525	5177492	0	18	0	14
leucon nasica	leucon	0	820	2215525	2215542	0	639	0	272
leucon nasicoides	leucon	0	28	2215525	5177459	0	21	0	16
leucon nathorsti	leucon	0	124	2215525	5177517	0	120	0	104
leucon pallidus	leucon	0	70	2215525	5177508	0	49	0	39
leucon profundus	leucon	0	1	2215525	5177485	0	1	0	1
leucon robustus	leucon	0	1	2215525	5177486	0	1	0	1
leucon serratus	leucon	0	93	2215525	5177475	0	93	0	59
leucon siphonatus	leucon	0	7	2215525	5177464	0	7	0	6
leucon spinulosus	leucon	0	6	2215525	5177522	0	6	0	6
leucon tener	leucon	0	4	2215525	5177467	0	2	0	2
leuconeurospora capsici	leuconeurospora	1	2	2564427	7830291	1	2	0	1
leuconia nivea	leuconia	0	7	2237018	5180896	0	1	0	0
leuconostoc carnosum	leuconostoc	4	0	3227448	3227449	0	0	0	0
leuconostoc citreum	leuconostoc	2	19	3227448	3227464	1	12	0	0
leuconostoc gelidum	leuconostoc	21	0	3227448	3227461	0	0	0	0
leuconostoc mesenteroides	leuconostoc	0	17	3227448	11158066	1	0	0	0
leuconostoc pseudomesenteroides	leuconostoc	0	14	3227448	3227463	0	2	0	0
leucopaxillus alboalutaceus	leucopaxillus	62	67	2532680	7242217	61	62	3	0
leucopaxillus cerealis	leucopaxillus	11	28	2532680	2532708	8	22	0	2
leucopaxillus compactus	leucopaxillus	4	3	2532680	3327584	4	0	0	0
leucopaxillus gentianeus	leucopaxillus	30	25	2532680	2532693	29	12	0	0
leucopaxillus lentus	leucopaxillus	1	2	2532680	7666596	0	0	0	0
leucopaxillus nauseosodulcis	leucopaxillus	4	0	2532680	3327554	3	0	0	0
leucopaxillus paradoxus	leucopaxillus	0	18	2532680	2532710	0	17	0	0
leucopaxillus tricolor	leucopaxillus	0	8	2532680	7838001	0	2	0	0
leucophaeus atricilla	leucophaeus	13	80	4352369	6065844	11	11	0	7
leucophaeus pipixcan	leucophaeus	12	334	4352369	5846430	11	132	0	16
leucophenga maculata	leucophenga	10	77	1561121	1561308	9	8	0	0
leucophenga quinquemaculata	leucophenga	98	14	1561121	1561222	94	7	8	1
leucophleps spinispora	leucophleps	68	0	2525538	2551728	68	0	0	0
leucopholiota lignicola	leucopholiota	19	0	2531569	7580311	17	0	0	0
leucophora cinerea	leucophora	22	1	5077755	5077778	10	0	0	0
leucophora grisella	leucophora	53	5	5077755	5077764	48	1	0	0
leucophora obtusa	leucophora	79	3	5077755	5077756	67	0	0	0
leucophora sericea	leucophora	18	3	5077755	5077807	14	3	0	0
leucophora tavastica	leucophora	20	0	5077755	5077760	18	0	0	0
leucophora unilineata	leucophora	25	0	5077755	5077804	23	0	12	0
leucophora unistriata	leucophora	8	0	5077755	5077792	4	0	2	0
leucopis annulipes	leucopis	12	0	1363514	1674289	10	0	1	0
leucopis argentata	leucopis	9	0	1363514	1674408	9	0	0	0
leucopis atratula	leucopis	22	1	1363514	1674365	22	1	0	0
leucopis atritarsis	leucopis	162	0	1363514	1674375	153	0	2	0
leucopis cinarophaga	leucopis	3	0	1363514	1674418	2	0	0	0
leucopis geniculata	leucopis	9	60	1363514	1674284	8	33	1	4
leucopis glyphinivora	leucopis	12	0	1363514	1674269	12	0	1	0
leucopis griseola	leucopis	13	1	1363514	4514191	5	0	0	0
leucopis nudiceps	leucopis	2	0	1363514	1674403	1	0	1	0
leucopis obscura	leucopis	6	0	1363514	1674331	6	0	0	0
leucopis orbiseta	leucopis	2	0	1363514	1674389	1	0	0	0
leucopis silesiaca	leucopis	112	0	1363514	1674302	110	0	1	0
leucopis sorbi	leucopis	2	0	1363514	1674247	1	0	0	0
leucoptera laburnella	leucoptera	2	71	1829391	5119414	2	10	0	0
leucoptera lathyrifoliella	leucoptera	59	0	1829391	5119455	50	0	0	0
leucoptera lustratella	leucoptera	78	0	1829391	5119393	78	0	0	0
leucoptera malifoliella	leucoptera	540	141	1829391	5769255	527	39	0	0
leucoptera orobi	leucoptera	40	5	1829391	5119397	39	0	0	0
leucoptera sinuella	leucoptera	117	33	1829391	5119398	114	7	2	0
leucoraja circularis	leucoraja	0	43	2419848	2419863	0	38	0	0
leucoraja fullonica	leucoraja	0	20	2419848	2419849	0	10	0	1
leucoraja naevus	leucoraja	0	310	2419848	2419875	0	209	0	0
leucorrhinia albifrons	leucorrhinia	1623	205	1429171	1429199	1560	4	1	0
leucorrhinia caudalis	leucorrhinia	3317	171	1429171	1429178	3286	4	3	0
leucorrhinia dubia	leucorrhinia	2260	3346	1429171	1429207	2201	1554	133	230
leucorrhinia pectoralis	leucorrhinia	2540	404	1429171	1429194	2512	26	0	0
leucorrhinia rubicunda	leucorrhinia	2422	654	1429171	1429173	2357	272	95	78
leucos aula	leucos	2	4	2365816	7639231	0	0	0	0
leucoscypha alpestris	leucoscypha	7	49	2593586	2593596	2	36	1	22
leucoscypha leucotricha	leucoscypha	33	28	2593586	2593590	33	13	1	5
leucoscypha ovilloides	leucoscypha	24	0	2593586	3497172	24	0	19	0
leucoscypha rhodoleuca	leucoscypha	0	2	2593586	3497174	0	2	0	2
leucosolenia botryoides	leucosolenia	0	31	2236696	2237667	0	31	0	11
leucosolenia complicata	leucosolenia	2	241	2236696	2237633	0	76	0	1
leucosolenia variabilis	leucosolenia	0	6	2236696	2237656	0	1	0	0
leucospilapteryx omissella	leucospilapteryx	222	0	1749280	1749282	188	0	0	0
leucosporidium drummii	leucosporidium	243	1	9534744	8202284	243	1	237	0
leucosporidium fasciculatum	leucosporidium	14	0	9534744	3384413	14	0	0	0
leucosporidium fellii	leucosporidium	241	0	9534744	3384410	241	0	232	0
leucosporidium golubevii	leucosporidium	14	1	9534744	3384411	14	0	0	0
leucosporidium intermedium	leucosporidium	43	2	9534744	11608959	43	2	0	2
leucosporidium krtinense	leucosporidium	10	0	9534744	9752405	10	0	0	0
leucosporidium scottii	leucosporidium	3	4	9534744	2556504	3	1	0	0
leucostoma auerswaldii	leucostoma	5	7	2566325	5482184	4	0	0	0
leucostoma curreyi	leucostoma	2	0	2566325	5252713	2	0	0	0
leucostoma massarianum	leucostoma	24	1	2566325	5252727	23	1	0	1
leucostoma simplex	leucostoma	19	0	1477303	1477348	12	0	0	0
leucostoma translucens	leucostoma	2	16	2566325	5252729	1	16	0	4
leucothecium emdenii	leucothecium	25	0	2595813	2595815	25	0	0	0
leucothoe articulosa	leucothoe	0	9	2219807	8245024	0	8	0	3
leucothoe incisa	leucothoe	0	10	2219807	5177998	0	2	0	0
leucothoe lilljeborgi	leucothoe	0	1769	2219807	5178007	0	1088	0	10
leucothoe richiardii	leucothoe	0	5	2219807	5717384	0	1	0	0
leucothoe spinicarpa	leucothoe	0	243	2219807	5178003	0	180	0	95
leucothrips nigripennis	leucothrips	10	0	1420790	1420791	10	0	0	0
leucothrix mucor	leucothrix	21	15	3223006	5427773	21	13	0	13
leucozona glaucia	leucozona	887	947	1536498	5071167	855	253	8	2
leucozona inopinata	leucozona	120	65	1536498	5071161	113	16	7	3
leucozona laternaria	leucozona	468	473	1536498	10966087	451	163	14	45
leucozona lucorum	leucozona	498	825	1536498	5071172	465	565	153	183
leuctra digitata	leuctra	718	2294	10278948	2001945	718	1775	252	475
leuctra fusca	leuctra	720	8193	10278948	2001954	720	5759	177	1017
leuctra hippopus	leuctra	664	12201	10278948	2001976	664	7088	61	1126
leuctra nigra	leuctra	980	3314	10278948	2001985	980	2482	471	231
leufroyia concinna	leufroyia	0	163	4369303	4369296	0	25	0	3
leufroyia leufroyi	leufroyia	0	18	4369303	4369282	0	2	0	0
leuzea carthamoides	leuzea	1	7	3125418	3125419	1	7	0	0
leuzea conifera	leuzea	0	2	3125418	3142203	0	2	0	0
leuzea repens	leuzea	9	0	3125418	10676000	9	0	0	0
leuzea rhapontica	leuzea	0	2	3125418	6064904	0	2	0	0
levanderina fissa	levanderina	52	0	7367694	8144362	34	0	0	0
leveillula cylindrospora	leveillula	2	0	2577856	3483894	2	0	0	0
levensteiniella iris	levensteiniella	5	0	2314522	2314524	0	0	0	0
leviellus stroemi	leviellus	217	168	2158605	9397160	175	103	1	14
levilinea saccharolytica	levilinea	10	0	3229040	3229041	10	0	0	0
levinsenia flava	levinsenia	0	804	2318610	5712760	0	640	0	152
levinsenia gracilis	levinsenia	0	29673	2318610	5197144	0	21461	0	6273
levinsenia oculata	levinsenia	0	5	2318610	5197146	0	5	0	1
levipalpus hepatariellus	levipalpus	8	45	1841431	1841432	8	25	2	6
levistemma peculiaris	levistemma	0	1	4607095	8914090	0	1	0	1
levisticum officinale	levisticum	552	362	5371771	5371772	537	145	8	39
lewinella agarilytica	lewinella	1	1	3228795	5918487	1	1	0	1
lewinella antarctica	lewinella	6	0	3228795	5918486	6	0	0	0
lewinella aquimaris	lewinella	34	0	3228795	9605356	34	0	0	0
lewinella cohaerens	lewinella	118	3	3228795	8252026	116	2	0	1
lewinella marina	lewinella	7	0	3228795	5918483	7	0	0	0
lewinella nigricans	lewinella	61	1	3228795	3228798	61	1	0	0
lewinella persica	lewinella	3	1	3228795	8171245	3	1	0	1
lewinella spec.	lewinella	4	0	3228795	12206903	4	0	0	0
lewinskya affinis	lewinskya	91	1101	10853261	10055902	72	105	0	6
lewinskya bolanderi	lewinskya	0	3	10853261	11283704	0	0	0	0
lewinskya elegans	lewinskya	44	2	10853261	10761627	41	1	15	1
lewinskya fastigiata	lewinskya	153	70	10853261	10907264	129	12	0	0
lewinskya killiasii	lewinskya	0	35	10853261	12265474	0	2	0	1
lewinskya laevigata	lewinskya	4	124	10853261	10138754	4	68	4	0
lewinskya pylaisii	lewinskya	95	409	10853261	11084251	72	179	36	147
lewinskya rupestris	lewinskya	539	1581	10853261	10299994	463	442	79	80
lewinskya speciosa	lewinskya	1481	1587	10853261	10242289	1365	521	36	113
lewinskya striata	lewinskya	185	965	10853261	10045705	146	242	1	4
lewisia brachycalyx	lewisia	0	2	3084625	5384264	0	2	0	0
lewisia columbiana	lewisia	0	13	3084625	5384269	0	13	0	0
lewisia cotyledon	lewisia	0	8	3084625	5384256	0	8	0	0
lewisia leeana	lewisia	0	2	3084625	5384265	0	2	0	0
lewisia pygmaea	lewisia	0	2	3084625	5384270	0	2	0	0
lewisia rediviva	lewisia	0	4	3084625	5384259	0	4	0	0
lewisiopsis tweedyi	lewisiopsis	0	3	7288936	4023059	0	3	0	0
leyanella arenaria	leyanella	0	2	3193804	3193805	0	2	0	0
leydigia acanthocercoides	leydigia	0	2	2234921	2234923	0	2	0	0
leydigia leydigi	leydigia	1	21	2234921	2234922	1	2	0	2
leymeriella germanica	leymeriella	0	3	4626158	8565346	0	0	0	0
leymus arenarius	leymus	8284	8080	2706325	2706368	7454	4108	215	2260
leymus innovatus	leymus	6	0	2706325	2706350	6	0	3	0
liacarus coracinus	liacarus	316	19	2193901	2193906	299	12	3	0
liacarus keretinus	liacarus	0	8	2193901	2193966	0	5	0	2
liacarus subterraneus	liacarus	118	1	2193901	2193996	114	0	16	0
liancalus virens	liancalus	69	112	1609526	1609542	68	73	3	17
liatris spicata	liatris	9	12	3104263	3104314	9	4	0	0
libellula depressa	libellula	1328	513	1427882	1427883	1309	23	0	0
libellula fulva	libellula	376	44	1427882	1427936	371	2	0	0
libellula quadrimaculata	libellula	5772	4960	1427882	1427915	5561	1331	34	59
libertasomyces myopori	libertasomyces	2	0	9714864	9766135	2	0	0	0
libertiella fennica	libertiella	4	1	2591062	3551307	4	1	0	0
