canonicalName	genus	obs_FI	obs_NO	genusKey	speciesKey	count_FI_60N	count_NO_60N	count_FI_66N	count_NO_66N
hieracium boyumense	hieracium	0	4	3134951	4231752	0	0	0	0
hieracium brachycybe	hieracium	2	0	3134951	4231624	2	0	0	0
hieracium brigantiacum	hieracium	0	4	3134951	4231217	0	0	0	0
hieracium bronnoyense	hieracium	0	16	3134951	4231151	0	13	0	0
hieracium bursifolium	hieracium	0	3	3134951	8228088	0	0	0	0
hieracium caesiomurorum	hieracium	6	2	3134951	7589354	6	0	0	0
hieracium caesionigrescens	hieracium	0	17	3134951	3136536	0	0	0	0
hieracium caesitium	hieracium	13	9	3134951	7845540	11	3	0	2
hieracium caesium	hieracium	162	1071	3134951	3135195	84	276	1	21
hieracium caespiticola	hieracium	28	0	3134951	3135604	17	0	1	0
hieracium calenduliflorum	hieracium	0	3	3134951	3135268	0	0	0	0
hieracium calliglaucum	hieracium	0	7	3134951	4230389	0	0	0	0
hieracium caloprasium	hieracium	0	2	3134951	8367951	0	2	0	0
hieracium campolenum	hieracium	0	3	3134951	4230171	0	0	0	0
hieracium canipes	hieracium	6	0	3134951	3135087	0	0	0	0
hieracium canulescens	hieracium	0	3	3134951	10823713	0	1	0	0
hieracium capnostylum	hieracium	0	2	3134951	4229772	0	1	0	1
hieracium capnotrichoides	hieracium	0	2	3134951	4229768	0	1	0	1
hieracium carpathicum	hieracium	0	32	3134951	3136183	0	1	0	0
hieracium carpaticum	hieracium	0	3	3134951	4229573	0	1	0	0
hieracium cephalostictum	hieracium	0	5	3134951	4229290	0	0	0	0
hieracium ceramotum	hieracium	0	3	3134951	3136071	0	0	0	0
hieracium cerinthoides	hieracium	0	30	3134951	7563118	0	1	0	0
hieracium chaozum	hieracium	0	3	3134951	4228912	0	0	0	0
hieracium charadrotes	hieracium	0	4	3134951	4228887	0	0	0	0
hieracium chlorellum	hieracium	25	101	3134951	3135554	11	5	0	0
hieracium chloroleucum	hieracium	0	11	3134951	4228586	0	0	0	0
hieracium chloromaurum	hieracium	19	0	3134951	3135150	12	0	0	0
hieracium chlorophaeum	hieracium	0	1	3134951	8029313	0	1	0	1
hieracium chnootum	hieracium	0	4	3134951	4228452	0	0	0	0
hieracium christianense	hieracium	4	213	3134951	8625934	0	18	0	4
hieracium chromorhantum	hieracium	0	5	3134951	4228364	0	2	0	2
hieracium chrysostylum	hieracium	0	16	3134951	3136372	0	1	0	0
hieracium cinerelliceps	hieracium	0	3	3134951	4228082	0	1	0	0
hieracium cirrostyliforme	hieracium	0	4	3134951	4227941	0	0	0	0
hieracium cleistogamum	hieracium	7	10	3134951	4227851	3	1	3	1
hieracium colocentrum	hieracium	0	5	3134951	4227533	0	0	0	0
hieracium cologlossum	hieracium	0	4	3134951	4227512	0	0	0	0
hieracium colpodes	hieracium	1	1	3134951	4227448	1	0	1	0
hieracium commutatum	hieracium	0	3	3134951	8260354	0	1	0	0
hieracium compsum	hieracium	0	6	3134951	4227231	0	0	0	0
hieracium condensifolium	hieracium	0	5	3134951	4227143	0	1	0	1
hieracium condylodes	hieracium	34	19	3134951	3135734	26	0	22	0
hieracium congenitum	hieracium	0	2	3134951	3135614	0	1	0	0
hieracium conicum	hieracium	2	7	3134951	6064168	0	0	0	0
hieracium coniops	hieracium	44	16	3134951	3136130	25	5	4	1
hieracium conolepis	hieracium	9	0	3134951	4226934	3	0	0	0
hieracium conspurcans	hieracium	0	27	3134951	4226889	0	2	0	0
hieracium constringens	hieracium	2	60	3134951	3135851	0	5	0	0
hieracium contractum	hieracium	2	0	3134951	8136120	1	0	0	0
hieracium contrarium	hieracium	0	8	3134951	4226807	0	0	0	0
hieracium copephorum	hieracium	0	6	3134951	4226769	0	0	0	0
hieracium cophomeles	hieracium	0	4	3134951	3136470	0	1	0	0
hieracium cordigerum	hieracium	0	64	3134951	3135038	0	5	0	0
hieracium cornigerum	hieracium	9	0	3134951	3136272	2	0	0	0
hieracium coronarium	hieracium	20	1	3134951	3135641	11	0	0	0
hieracium corymbosum	hieracium	0	24	3134951	8128916	0	3	0	0
hieracium crebridens	hieracium	0	5	3134951	3136489	0	2	0	2
hieracium crepidioides	hieracium	30	0	3134951	8348731	7	0	5	0
hieracium crepidispermum	hieracium	0	3	3134951	3135832	0	1	0	0
hieracium crinellum	hieracium	0	6	3134951	3136196	0	0	0	0
hieracium crinigerum	hieracium	0	9	3134951	7379190	0	0	0	0
hieracium crispiforme	hieracium	0	6	3134951	4226188	0	3	0	3
hieracium crispulum	hieracium	13	0	3134951	7751270	6	0	0	0
hieracium crocatum	hieracium	7	142	3134951	8293455	6	50	1	14
hieracium cruentiferum	hieracium	500	0	3134951	3136014	485	0	1	0
hieracium curtispicans	hieracium	0	3	3134951	4225892	0	0	0	0
hieracium curvatum	hieracium	0	5	3134951	3135526	0	2	0	0
hieracium cuspidifolium	hieracium	8	0	3134951	7983180	3	0	0	0
hieracium cydoniifolium	hieracium	0	3	3134951	3135234	0	0	0	0
hieracium cymosum	hieracium	3	161	3134951	9007908	3	69	0	2
hieracium daedalum	hieracium	0	11	3134951	7979271	0	0	0	0
hieracium dalicum	hieracium	0	3	3134951	4225543	0	1	0	0
hieracium dasychaetum	hieracium	0	6	3134951	4225501	0	0	0	0
hieracium decurrentidens	hieracium	0	7	3134951	4225314	0	3	0	3
hieracium deficiens	hieracium	4	0	3134951	4225293	2	0	0	0
hieracium definitum	hieracium	0	3	3134951	4225286	0	0	0	0
hieracium depilatum	hieracium	0	6	3134951	8151413	0	0	0	0
hieracium dialeptum	hieracium	0	7	3134951	4224832	0	0	0	0
hieracium diaphanoides	hieracium	76	56	3134951	3136202	38	3	0	0
hieracium diaphanum	hieracium	1	20	3134951	3135509	1	8	0	2
hieracium diapsarum	hieracium	0	8	3134951	3136210	0	0	0	0
hieracium diasterodes	hieracium	0	4	3134951	4224766	0	0	0	0
hieracium diminuens	hieracium	62	6	3134951	3135952	4	2	2	0
hieracium diminutiforme	hieracium	0	5	3134951	4224631	0	0	0	0
hieracium diminutum	hieracium	0	5	3134951	8335244	0	0	0	0
hieracium dispansiforme	hieracium	12	0	3134951	10767769	3	0	0	0
hieracium dissimile	hieracium	3	12	3134951	8027727	0	1	0	0
hieracium dissolutum	hieracium	0	1	3134951	7820531	0	1	0	1
hieracium distendens	hieracium	34	0	3134951	3135182	6	0	1	0
hieracium dolabratum	hieracium	49	1	3134951	3135044	25	0	20	0
hieracium dovrense	hieracium	0	467	3134951	7389302	0	118	0	31
hieracium dubium	hieracium	0	6	3134951	7801634	0	0	0	0
hieracium durans	hieracium	0	13	3134951	4223899	0	6	0	6
hieracium dyringii	hieracium	0	3	3134951	4223865	0	0	0	0
hieracium elatum	hieracium	0	11	3134951	7938808	0	3	0	0
hieracium elegans	hieracium	0	24	3134951	3136228	0	7	0	7
hieracium elongatifrons	hieracium	0	8	3134951	4223530	0	0	0	0
hieracium emaceraticeps	hieracium	0	10	3134951	4223481	0	0	0	0
hieracium ensiculare	hieracium	0	4	3134951	4223427	0	0	0	0
hieracium epacrum	hieracium	8	0	3134951	7509980	2	0	0	0
hieracium epibalium	hieracium	0	6	3134951	4223378	0	0	0	0
hieracium episcoticeps	hieracium	0	5	3134951	4223249	0	0	0	0
hieracium episcotum	hieracium	0	3	3134951	3136284	0	0	0	0
hieracium eremnocephalum	hieracium	0	3	3134951	3135122	0	1	0	0
hieracium eriocaule	hieracium	0	3	3134951	8304649	0	0	0	0
hieracium erysibodes	hieracium	0	4	3134951	3135447	0	0	0	0
hieracium erythropoecilum	hieracium	0	9	3134951	3136354	0	2	0	2
hieracium euargyreum	hieracium	0	5	3134951	4222530	0	0	0	0
hieracium eucalpideum	hieracium	0	3	3134951	4222507	0	0	0	0
hieracium eucalyptum	hieracium	0	3	3134951	4222504	0	0	0	0
hieracium eueimon	hieracium	0	8	3134951	3135062	0	2	0	0
hieracium euglossum	hieracium	1	3	3134951	10894159	1	0	1	0
hieracium eumischodes	hieracium	0	5	3134951	4222398	0	0	0	0
hieracium euscepanum	hieracium	0	4	3134951	4222175	0	0	0	0
hieracium euthylepis	hieracium	0	24	3134951	4222144	0	0	0	0
hieracium eviridatum	hieracium	0	7	3134951	3135247	0	0	0	0
hieracium exaltans	hieracium	0	5	3134951	3135984	0	0	0	0
hieracium eximium	hieracium	0	21	3134951	3135096	0	6	0	0
hieracium expallidiforme	hieracium	1	35	3134951	3135748	0	5	0	2
hieracium expallidum	hieracium	0	24	3134951	3136546	0	2	0	2
hieracium expansiforme	hieracium	0	9	3134951	3136096	0	2	0	0
hieracium expressiusculum	hieracium	0	5	3134951	4221865	0	0	0	0
hieracium fasciculare	hieracium	1	15	3134951	3135398	1	0	0	0
hieracium filiforme	hieracium	0	13	3134951	7979940	0	2	0	0
hieracium fimbriosiceps	hieracium	0	5	3134951	4221215	0	0	0	0
hieracium firdiense	hieracium	0	13	3134951	4221189	0	0	0	0
hieracium floccidorsum	hieracium	0	5	3134951	3135106	0	0	0	0
hieracium floccimarginatum	hieracium	24	0	3134951	4220856	3	0	0	0
hieracium flomense	hieracium	0	11	3134951	4220775	0	1	0	0
hieracium florentinum	hieracium	6	0	3134951	7447752	6	0	0	0
hieracium floribundum	hieracium	0	11	3134951	7938382	0	3	0	0
hieracium fosnaense	hieracium	0	4	3134951	4220591	0	0	0	0
hieracium friesii	hieracium	0	15	3134951	3136497	0	1	0	0
hieracium froelichianum	hieracium	0	7	3134951	3135046	0	1	0	0
hieracium frondiferum	hieracium	0	8	3134951	3135472	0	3	0	0
hieracium fruticulescens	hieracium	5	0	3134951	4220235	1	0	0	0
hieracium fuliginosum	hieracium	1	9	3134951	8496360	1	2	1	1
hieracium fulvescens	hieracium	22	8	3134951	7444958	16	5	0	0
hieracium furvescens	hieracium	0	5	3134951	3135801	0	2	0	0
hieracium fuscocinereum	hieracium	44	97	3134951	3136533	20	23	0	4
hieracium galbanicolor	hieracium	0	5	3134951	4219871	0	0	0	0
hieracium geminatum	hieracium	6	2	3134951	3136451	3	1	3	0
hieracium glabellum	hieracium	0	3	3134951	4219587	0	2	0	0
hieracium glabrescens	hieracium	0	2	3134951	8113859	0	2	0	0
hieracium glaucellum	hieracium	0	21	3134951	3135592	0	1	0	0
hieracium glaucinum	hieracium	0	7	3134951	9689880	0	1	0	0
hieracium glaucoprasinum	hieracium	0	5	3134951	10720123	0	1	0	0
hieracium glaucovatum	hieracium	0	12	3134951	3135322	0	3	0	0
hieracium globiceps	hieracium	0	24	3134951	3136792	0	2	0	0
hieracium glomeratum	hieracium	3	21	3134951	7810118	1	15	0	1
hieracium goniophyllum	hieracium	0	3	3134951	4218663	0	0	0	0
hieracium gracilentum	hieracium	0	8	3134951	4218545	0	0	0	0
hieracium gracilescens	hieracium	0	4	3134951	8040266	0	0	0	0
hieracium graciliusculum	hieracium	0	10	3134951	3136729	0	0	0	0
hieracium graminellum	hieracium	0	8	3134951	4218510	0	0	0	0
hieracium grandidens	hieracium	4	3	3134951	8189588	4	0	0	0
hieracium gratum	hieracium	0	2	3134951	3136493	0	2	0	2
hieracium guentheri	hieracium	14	0	3134951	3136097	0	0	0	0
hieracium gunnarii	hieracium	5	0	3134951	3136844	5	0	0	0
hieracium haemophaeum	hieracium	0	3	3134951	4217829	0	0	0	0
hieracium haglundii	hieracium	0	6	3134951	10670252	0	3	0	0
hieracium halsicum	hieracium	0	9	3134951	3135524	0	3	0	3
hieracium hedyopum	hieracium	0	1	3134951	4217585	0	1	0	1
hieracium hepaticum	hieracium	0	10	3134951	3135970	0	1	0	0
hieracium hilare	hieracium	0	2	3134951	8013877	0	1	0	1
hieracium hirtellum	hieracium	0	9	3134951	3136396	0	2	0	0
hieracium hjeltii	hieracium	27	0	3134951	3136309	19	0	0	0
hieracium holophyllum	hieracium	3	0	3134951	7983403	3	0	0	0
hieracium hugeliense	hieracium	0	4	3134951	4216675	0	0	0	0
hieracium hyalinellum	hieracium	5	0	3134951	3135692	2	0	0	0
hieracium hypochoeroides	hieracium	0	8	3134951	3136731	0	0	0	0
hieracium imbricatum	hieracium	0	27	3134951	4215763	0	0	0	0
hieracium immodestum	hieracium	0	2	3134951	3136137	0	1	0	1
hieracium improvisum	hieracium	7	0	3134951	3136319	4	0	0	0
hieracium incisum	hieracium	0	8	3134951	7380154	0	0	0	0
hieracium includens	hieracium	5	8	3134951	4215417	4	1	4	1
hieracium incurrens	hieracium	29	1	3134951	3136491	20	0	0	0
hieracium indutiforme	hieracium	0	5	3134951	4215347	0	4	0	4
hieracium informe	hieracium	0	46	3134951	3136517	0	2	0	0
hieracium inspurcum	hieracium	0	25	3134951	4215177	0	0	0	0
hieracium integratiforme	hieracium	0	55	3134951	4215138	0	40	0	0
hieracium internatum	hieracium	4	0	3134951	3135538	4	0	0	0
hieracium inuloides	hieracium	1	102	3134951	3134975	0	35	0	9
hieracium involutum	hieracium	0	8	3134951	7620083	0	0	0	0
hieracium itamodon	hieracium	0	6	3134951	4214603	0	0	0	0
hieracium ithyphyton	hieracium	0	2	3134951	4214593	0	1	0	1
hieracium jaervikylense	hieracium	6	0	3134951	4214532	4	0	0	0
hieracium juranum	hieracium	0	13	3134951	8083317	0	13	0	2
hieracium jurassicum	hieracium	0	9	3134951	3136201	0	0	0	0
hieracium klingstedtii	hieracium	6	0	3134951	4213503	2	0	0	0
hieracium kuhmoniemiense	hieracium	4	0	3134951	10842802	0	0	0	0
hieracium kuusamoense	hieracium	4	2	3134951	8013275	4	0	3	0
hieracium lacerellum	hieracium	0	3	3134951	4213109	0	0	0	0
hieracium lacerifolium	hieracium	4	0	3134951	3136516	0	0	0	0
hieracium lachenalii	hieracium	797	350	3134951	7647400	770	102	2	14
hieracium lachnaeilepium	hieracium	0	3	3134951	4212955	0	0	0	0
hieracium laeticeps	hieracium	0	3	3134951	3135366	0	0	0	0
hieracium laetifolium	hieracium	0	10	3134951	7844736	0	2	0	0
hieracium laevigatum	hieracium	128	238	3134951	3135064	32	99	0	11
hieracium lanceolatifolium	hieracium	0	3	3134951	7706886	0	0	0	0
hieracium lanceosum	hieracium	0	3	3134951	4212479	0	0	0	0
hieracium laniferum	hieracium	0	5	3134951	6063619	0	0	0	0
hieracium laparum	hieracium	0	4	3134951	4212330	0	4	0	3
hieracium lapponicum	hieracium	21	96	3134951	3136053	8	15	8	13
hieracium lateovatum	hieracium	0	13	3134951	4212176	0	0	0	0
hieracium laterale	hieracium	2	1	3134951	7505967	1	0	1	0
hieracium lateriflorum	hieracium	41	0	3134951	3135103	23	0	0	0
hieracium latifrons	hieracium	0	7	3134951	4212108	0	0	0	0
hieracium laurae	hieracium	8	0	3134951	4212069	1	0	0	0
hieracium lawsonii	hieracium	0	5	3134951	3136444	0	0	0	0
hieracium leiopsis	hieracium	0	2	3134951	7774803	0	2	0	0
hieracium lepidolytes	hieracium	0	7	3134951	4211747	0	0	0	0
hieracium lepistoides	hieracium	17	43	3134951	7782331	15	17	2	6
hieracium lepteriodes	hieracium	0	3	3134951	4211679	0	0	0	0
hieracium leptocomum	hieracium	0	12	3134951	7573554	0	0	0	0
hieracium leptoglossum	hieracium	0	26	3134951	3135158	0	7	0	3
hieracium leptopastum	hieracium	0	6	3134951	4211541	0	0	0	0
hieracium leptotes	hieracium	0	4	3134951	10822471	0	1	0	1
hieracium lerodes	hieracium	0	9	3134951	4211452	0	0	0	0
hieracium leucomalanides	hieracium	0	5	3134951	4211334	0	0	0	0
hieracium leucozum	hieracium	0	10	3134951	4211163	0	0	0	0
hieracium levicaule	hieracium	105	32	3134951	3135110	53	0	0	0
hieracium leviculum	hieracium	0	3	3134951	4211095	0	0	0	0
hieracium lignyotum	hieracium	1	0	3134951	3136722	1	0	1	0
hieracium lindebergii	hieracium	0	57	3134951	3136784	0	9	0	0
hieracium lineaticeps	hieracium	6	0	3134951	10759322	0	0	0	0
hieracium lingulatum	hieracium	1	3	3134951	3135839	0	0	0	0
hieracium linifolium	hieracium	40	0	3134951	3135311	9	0	0	0
hieracium lissodermum	hieracium	0	5	3134951	7990911	0	0	0	0
hieracium lissoglaucum	hieracium	0	13	3134951	4210673	0	1	0	0
hieracium longatriceps	hieracium	0	4	3134951	4210399	0	0	0	0
hieracium longicuspis	hieracium	3	2	3134951	4210370	0	0	0	0
hieracium loxolepis	hieracium	0	5	3134951	4210088	0	0	0	0
hieracium lucens	hieracium	5	0	3134951	3135057	1	0	0	0
hieracium luroense	hieracium	0	9	3134951	4209991	0	0	0	0
hieracium luroyense	hieracium	0	1	3134951	8774581	0	1	0	1
hieracium lycopifolium	hieracium	0	17	3134951	3136397	0	2	0	0
hieracium lyratifolium	hieracium	27	0	3134951	4209862	15	0	0	0
hieracium macrellum	hieracium	0	30	3134951	3136370	0	6	0	0
hieracium macrocentrum	hieracium	0	9	3134951	3136391	0	0	0	0
hieracium macrostylum	hieracium	0	4	3134951	8978262	0	1	0	1
hieracium macrotrachelum	hieracium	0	4	3134951	4209358	0	1	0	1
hieracium maculatum	hieracium	3	6	3134951	7485421	2	1	0	0
hieracium maculosiforme	hieracium	0	3	3134951	4209289	0	0	0	0
hieracium maesticolor	hieracium	0	12	3134951	4209266	0	0	0	0
hieracium malmioi	hieracium	5	0	3134951	10831568	0	0	0	0
hieracium marginellum	hieracium	0	160	3134951	3136841	0	1	0	1
hieracium marginifloccum	hieracium	0	5	3134951	4208953	0	0	0	0
hieracium maurolepium	hieracium	0	4	3134951	10882786	0	1	0	1
hieracium mediolatum	hieracium	0	12	3134951	4208729	0	0	0	0
hieracium megalodon	hieracium	0	3	3134951	8480277	1	0	0	1
hieracium melainon	hieracium	0	3	3134951	3136839	0	0	0	0
hieracium melanadenium	hieracium	0	5	3134951	10828314	0	1	0	1
hieracium melandetum	hieracium	0	11	3134951	3136384	0	0	0	0
hieracium melanocephalum	hieracium	0	6	3134951	7965683	0	0	0	0
hieracium melanolepis	hieracium	9	2	3134951	4208374	1	0	0	0
hieracium melanopum	hieracium	0	3	3134951	4208344	0	0	0	0
hieracium mimeticum	hieracium	2	0	3134951	4207938	1	0	0	0
hieracium moeanum	hieracium	0	20	3134951	3135240	0	9	0	0
hieracium molybdochroum	hieracium	0	29	3134951	7915838	0	9	0	0
hieracium monacriodes	hieracium	0	3	3134951	4207659	0	0	0	0
hieracium monregalense	hieracium	0	1	3134951	3135258	0	1	0	1
hieracium montellii	hieracium	1	0	3134951	4207589	1	0	1	0
hieracium mucronosum	hieracium	0	8	3134951	4207474	0	0	0	0
hieracium multangulum	hieracium	0	4	3134951	4207457	0	0	0	0
hieracium multifrons	hieracium	14	0	3134951	3136334	4	0	0	0
hieracium murorum	hieracium	104	1187	3134951	8605056	28	248	0	88
hieracium mutilatum	hieracium	0	6	3134951	3136799	0	3	0	3
hieracium myurolepis	hieracium	0	8	3134951	4206976	0	0	0	0
hieracium nautanense	hieracium	0	3	3134951	4206872	0	1	0	1
hieracium neglectum	hieracium	65	0	3134951	7921654	64	0	0	0
hieracium neomicracladium	hieracium	0	5	3134951	3135994	0	2	0	0
hieracium nigrescens	hieracium	5	361	3134951	3135687	2	169	2	55
hieracium nigriceps	hieracium	0	6	3134951	8168891	0	0	0	0
hieracium nitens	hieracium	0	22	3134951	3136605	0	1	0	0
hieracium niveoornatum	hieracium	0	5	3134951	4206023	0	0	0	0
hieracium niviferum	hieracium	4	0	3134951	3135760	0	0	0	0
hieracium nordlandicum	hieracium	0	1	3134951	3136212	0	1	0	1
hieracium norvegicum	hieracium	9	91	3134951	3136575	4	3	0	0
hieracium nudonigricans	hieracium	0	7	3134951	4256000	0	0	0	0
hieracium obatrescens	hieracium	9	0	3134951	3136091	0	0	0	0
hieracium obscuratum	hieracium	0	10	3134951	3135315	0	4	0	0
hieracium obscurum	hieracium	0	2	3134951	8216748	0	2	0	0
hieracium obtextiforme	hieracium	0	1	3134951	10809340	0	1	0	1
hieracium obtextum	hieracium	0	65	3134951	7413429	0	22	0	12
hieracium obtusissimum	hieracium	0	4	3134951	3136679	0	1	0	1
hieracium obtusius	hieracium	0	1	3134951	4255669	0	1	0	1
hieracium obtusoserratum	hieracium	0	3	3134951	3135405	0	0	0	0
hieracium obtusulum	hieracium	0	10	3134951	3135093	0	0	0	0
hieracium obversum	hieracium	0	3	3134951	4255649	0	0	0	0
hieracium offerdalense	hieracium	0	8	3134951	4255440	0	1	0	0
hieracium oleosum	hieracium	0	4	3134951	4255376	0	1	0	0
hieracium olivaceum	hieracium	0	5	3134951	3135992	0	2	0	2
hieracium oncodes	hieracium	0	5	3134951	4255202	0	0	0	0
hieracium onosmoides	hieracium	0	127	3134951	3135395	0	3	0	1
hieracium opetiolepium	hieracium	0	11	3134951	4255116	0	5	0	5
hieracium oppositidens	hieracium	0	4	3134951	4255069	0	0	0	0
hieracium opsianthum	hieracium	0	21	3134951	4255051	0	2	0	0
hieracium orariiforme	hieracium	0	5	3134951	7567703	0	1	0	0
hieracium orarium	hieracium	0	21	3134951	3135293	0	1	0	0
hieracium orbolense	hieracium	0	273	3134951	8102738	0	17	0	0
hieracium orphnocratum	hieracium	0	4	3134951	4254879	0	0	0	0
hieracium orphnolepium	hieracium	0	13	3134951	8380422	0	0	0	0
hieracium orthodes	hieracium	0	2	3134951	4254845	0	1	0	0
hieracium ortholepium	hieracium	0	3	3134951	4254839	0	0	0	0
hieracium ovalescens	hieracium	0	28	3134951	4254723	0	10	0	1
hieracium ovaliceps	hieracium	0	12	3134951	3135865	0	1	0	1
hieracium oxygonium	hieracium	0	5	3134951	3135871	0	0	0	0
hieracium oxypetalum	hieracium	0	5	3134951	4254590	0	0	0	0
hieracium oxyphyllum	hieracium	0	2	3134951	4254579	0	2	0	0
hieracium pallescens	hieracium	1	14	3134951	3135904	1	0	0	0
hieracium pallidum	hieracium	0	29	3134951	3135466	0	0	0	0
hieracium pannulosum	hieracium	0	6	3134951	4253739	0	0	0	0
hieracium panuligerum	hieracium	0	94	3134951	4253710	0	52	0	26
hieracium paraleucum	hieracium	0	6	3134951	4253607	0	0	0	0
hieracium parceciliatum	hieracium	10	0	3134951	10677846	6	0	0	0
hieracium parviflorum	hieracium	0	2	3134951	7962235	0	2	0	0
hieracium parviglandulosum	hieracium	24	0	3134951	4253402	2	0	0	0
hieracium patale	hieracium	62	0	3134951	3135946	22	0	1	0
hieracium pellucidum	hieracium	8	11	3134951	7725699	8	8	0	2
hieracium penduliforme	hieracium	21	0	3134951	3135897	16	0	0	0
hieracium pendulum	hieracium	8	176	3134951	3135473	5	14	5	3
hieracium percrenatum	hieracium	0	8	3134951	3135711	0	0	0	0
hieracium peristenolepis	hieracium	0	7	3134951	4252719	0	1	0	1
hieracium peritranum	hieracium	0	6	3134951	4252709	0	0	0	0
hieracium personatiforme	hieracium	0	2	3134951	4252544	0	1	0	0
hieracium personatum	hieracium	0	12	3134951	3136155	0	1	0	0
hieracium perveniens	hieracium	3	0	3134951	4252471	0	0	0	0
hieracium petersii	hieracium	0	8	3134951	10745705	0	2	0	2
hieracium petiolatum	hieracium	3	22	3134951	7507159	1	6	1	1
hieracium phaeocybe	hieracium	10	0	3134951	7754813	0	0	0	0
hieracium phalarograptum	hieracium	0	24	3134951	3136471	0	3	0	3
hieracium phaliotum	hieracium	0	3	3134951	4252212	0	0	0	0
hieracium philanthrax	hieracium	2	276	3134951	7878470	1	22	0	5
hieracium pholidotum	hieracium	0	11	3134951	3135026	0	2	0	0
hieracium phrixocomoides	hieracium	0	13	3134951	8264850	0	2	0	0
hieracium phrixocomum	hieracium	0	5	3134951	3135874	0	0	0	0
hieracium phyllophyton	hieracium	0	1	3134951	4252044	0	1	0	1
hieracium picinum	hieracium	0	3	3134951	4251992	0	1	0	1
hieracium piloselloides	hieracium	2	0	3134951	7792079	2	0	0	0
hieracium pilosum	hieracium	0	4	3134951	7569785	0	0	0	0
hieracium placophorum	hieracium	0	6	3134951	4251553	0	0	0	0
hieracium plicatum	hieracium	15	104	3134951	3135483	5	12	4	5
hieracium plumbeum	hieracium	12	46	3134951	3136317	9	10	0	0
hieracium pocophyllum	hieracium	0	5	3134951	4251197	0	0	0	0
hieracium polycharactum	hieracium	0	11	3134951	4250944	0	0	0	0
hieracium polychrysum	hieracium	0	5	3134951	4250938	0	0	0	0
hieracium porrigens	hieracium	0	4	3134951	10724399	0	0	0	0
hieracium porrigentiforme	hieracium	0	9	3134951	3135178	0	1	0	0
hieracium praealtum	hieracium	2	2	3134951	8098407	2	1	0	0
hieracium praecanulum	hieracium	0	12	3134951	4250644	0	1	0	1
hieracium praecellans	hieracium	0	14	3134951	4250637	0	0	0	0
hieracium praecipuum	hieracium	21	0	3134951	3135655	2	0	0	0
hieracium praefoliatum	hieracium	0	9	3134951	4250408	0	9	0	5
hieracium praelongum	hieracium	0	23	3134951	3135124	0	4	0	0
hieracium praematurum	hieracium	1	9	3134951	3136480	0	0	0	0
hieracium praenodatum	hieracium	0	208	3134951	3136427	0	22	0	9
hieracium praetenerum	hieracium	19	12	3134951	3135399	0	0	0	0
hieracium prenanthoides	hieracium	4	411	3134951	9528652	0	125	0	63
hieracium procerellum	hieracium	0	7	3134951	4249954	0	0	0	0
hieracium progrediens	hieracium	2	0	3134951	3136465	1	0	0	0
hieracium prolepideum	hieracium	0	55	3134951	4249874	0	29	0	3
hieracium prostratum	hieracium	0	3	3134951	3136597	0	0	0	0
hieracium protractiforme	hieracium	0	4	3134951	4249743	0	0	0	0
hieracium protractum	hieracium	0	71	3134951	3136134	0	12	0	0
hieracium proximum	hieracium	11	0	3134951	7996546	9	0	0	0
hieracium pruiniferum	hieracium	27	0	3134951	3136128	22	0	0	0
hieracium psammogenes	hieracium	0	3	3134951	8394452	0	0	0	0
hieracium psepharum	hieracium	4	0	3134951	7914319	0	0	0	0
hieracium pseudangustellum	hieracium	0	4	3134951	4249557	0	0	0	0
hieracium pseudocharadrotes	hieracium	0	5	3134951	4249280	0	0	0	0
hieracium pseudodenticuliferum	hieracium	2	0	3134951	4249175	1	0	0	0
hieracium pseudogalbanum	hieracium	0	4	3134951	10781348	0	0	0	0
hieracium pseudoprotractum	hieracium	0	3	3134951	4248626	0	1	0	1
hieracium pubescens	hieracium	22	46	3134951	7859280	21	38	0	0
hieracium pulchellum	hieracium	0	16	3134951	3136481	0	4	0	0
hieracium pulliceps	hieracium	0	2	3134951	4248097	0	2	0	1
hieracium pycnotrichum	hieracium	0	12	3134951	3136405	0	0	0	0
hieracium racemosum	hieracium	6	0	3134951	3135421	0	0	0	0
hieracium radinum	hieracium	0	4	3134951	3136393	0	0	0	0
hieracium radiopes	hieracium	0	3	3134951	4247505	0	0	0	0
hieracium ramosum	hieracium	2	34	3134951	6064984	0	14	0	0
hieracium rasile	hieracium	15	0	3134951	10671241	6	0	0	0
hieracium ravidum	hieracium	56	8	3134951	6064980	35	1	0	0
hieracium reclinatum	hieracium	0	6	3134951	7781620	0	0	0	0
hieracium relaxatum	hieracium	0	6	3134951	3136371	0	0	0	0
hieracium repandulans	hieracium	0	46	3134951	4247120	0	2	0	1
hieracium repandulare	hieracium	0	7	3134951	3135853	0	0	0	0
hieracium resupinatum	hieracium	0	183	3134951	8565513	0	13	0	0
hieracium reticulatum	hieracium	4	61	3134951	3135246	4	3	0	0
hieracium rhogaleum	hieracium	0	3	3134951	4246841	0	0	0	0
hieracium rigidum	hieracium	0	41	3134951	8195885	0	12	0	0
hieracium rivoense	hieracium	0	13	3134951	4246633	0	0	0	0
hieracium rohacsense	hieracium	0	11	3134951	8568941	0	9	0	1
hieracium rosulatum	hieracium	0	86	3134951	4246490	0	0	0	0
hieracium rubens	hieracium	0	8	3134951	4246411	0	0	0	0
hieracium sabaudum	hieracium	1	32	3134951	3136606	1	0	0	0
hieracium saccotum	hieracium	0	6	3134951	4216950	0	0	0	0
